company,RIC,ISIN,GICS_sector,TRBC_sector,country,base_ric,industry
Clorox Co,CLX.N,US1890541097,Consumer Staples/Household & Personal Products/Household Products/Household Products,Household Products (NEC),United States,CLX.N,Consumer Staples
Applied DNA Sciences Inc,APDN.OQ,US03815U6073,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Life Sciences Tools & Services/Life Sciences Tools & Services",Laboratory Diagnostic & Testing Substances,United States,APDN.OQ,Health Care
Premier Gold Mines Ord Shs,PG.TO^D21,CA74051D1042,Materials/Materials/Metals & Mining/Gold,Gold (NEC),Canada,PG.TO^D21,Materials
Able Laboratories Ord Shs,ABRXQ.OQ^G05,US00371N4079,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Pharmaceuticals/Pharmaceuticals",Pharmaceuticals (NEC),United States,ABRXQ.OQ^G05,Health Care
LSC COMMUNICATIONS Ord Shs,LKSDQ.PK^C21,US50218P1075,Industrials/Commercial & Professional Services/Commercial Services & Supplies/Commercial Printing,Commercial Printing Services (NEC),United States,LKSDQ.PK^C21,Industrials
Caplin Point Laboratories Ltd,CAPL.NS,INE475E01026,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Pharmaceuticals/Pharmaceuticals",Generic Pharmaceuticals,India,CAPL.NS,Health Care
Healius Ltd,HLS.AX,AU0000033359,Health Care/Health Care Equipment & Services/Health Care Providers & Services/Health Care Services,Medical & Diagnostic Laboratories,Australia,HLS.AX,Health Care
Kirby Corp,KEX.N,US4972661064,Industrials/Transportation/Marine Transportation/Marine Transportation,Inland Water Freight,United States,KEX.N,Industrials
Eastman Chemical Co,EMN.N,US2774321002,Materials/Materials/Chemicals/Specialty Chemicals,Specialty Chemicals (NEC),United States,EMN.N,Materials
Nutanix Inc,NTNX.OQ,US67059N1081,Information Technology/Software & Services/Software/Application Software,Cloud Computing Services,United States,NTNX.OQ,Information Technology
ENDRA Life Sciences Inc,NDRA.OQ,US29273B5003,Health Care/Health Care Equipment & Services/Health Care Equipment & Supplies/Health Care Equipment,Biotechnology & Medical Research (NEC),United States,NDRA.OQ,Health Care
Euronext Ord Shs,ENXT.PA^E08,NL0000290641,Financials/Financial Services/Capital Markets/Financial Exchanges & Data,Financial & Commodity Market Operators & Service Providers (NEC),Netherlands,ENXT.PA^E08,Financials
Coinmach Service Ord Shs,DRA.A^K07,US19259W2061,Consumer Discretionary/Consumer Services/Diversified Consumer Services/Specialized Consumer Services,Personal Services (NEC),United States,DRA.A^K07,Consumer Discretionary
Swiss Life Holding AG,SLHN.S,CH0014852781,Financials/Insurance/Insurance/Life & Health Insurance,Life & Health Insurance (NEC),Switzerland,SLHN.S,Financials
Elanor Commercial Property Fund I,ECF.AX,AU0000063893,Real Estate/Equity Real Estate Investment Trusts (REITs)/Office REITs/Office REITs,Office REITs,Australia,ECF.AX,Real Estate
Amsc ASA,AMSCM.OL,NO0010272065,Industrials/Transportation/Marine Transportation/Marine Transportation,Marine Freight & Logistics (NEC),Norway,AMSCM.OL,Industrials
Preferred Bank,PFBC.OQ,US7403674044,Financials/Banks/Banks/Regional Banks,Banks (NEC),United States,PFBC.OQ,Financials
Lucent Tech Common,LU.N^L06,US5494631071,"Information Technology/Technology Hardware & Equipment/Technology Hardware, Storage & Peripherals/Technology Hardware, Storage & Peripherals",Phones & Smart Phones,United States,LU.N^L06,Information Technology
Obagi Medical Products Ord Shs,OMPI.OQ^D13,US67423R1086,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Pharmaceuticals/Pharmaceuticals",Generic Pharmaceuticals,United States,OMPI.OQ^D13,Health Care
Pulaski Financial Ord Shs,PULB.OQ^E16,US7455481074,Financials/Banks/Banks/Regional Banks,Corporate Banks,United States,PULB.OQ^E16,Financials
Svenska Handelsbanken AB,SHBa.ST,SE0007100599,Financials/Banks/Banks/Diversified Banks,Banks (NEC),Sweden,SHBa.ST,Financials
TransDigm Group Inc,TDG.N,US8936411003,Industrials/Capital Goods/Aerospace & Defense/Aerospace & Defense,Aircraft Parts Manufacturing,United States,TDG.N,Industrials
Digi International Inc,DGII.OQ,US2537981027,Information Technology/Technology Hardware & Equipment/Communications Equipment/Communications Equipment,Communications & Networking (NEC),United States,DGII.OQ,Information Technology
Birks Group Inc,BGI.A,CA09088U1093,Consumer Discretionary/Consumer Discretionary Distribution & Retail/Specialty Retail/Apparel Retail,Jewelry,Canada,BGI.A,Consumer Discretionary
Par Pharmaceutical Companies Ord Shs,PRX.N^J12,US69888P1066,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Pharmaceuticals/Pharmaceuticals",Generic Pharmaceuticals,United States,PRX.N^J12,Health Care
Blount International Ord Shs,BLT.N^D16,US0951801051,Consumer Discretionary/Consumer Durables & Apparel/Household Durables/Housewares & Specialties,Tools & Housewares,United States,BLT.N^D16,Consumer Discretionary
Sai Global Ord Shs,SAI.AX^L16,AU000000SAI8,Industrials/Commercial & Professional Services/Professional Services/Research & Consulting Services,Business Support Services (NEC),Australia,SAI.AX^L16,Industrials
Hochtief AG,HOTG.DE,DE0006070006,Industrials/Capital Goods/Construction & Engineering/Construction & Engineering,Construction & Engineering (NEC),Germany,HOTG.DE,Industrials
Hathway Cable and Datacom Ltd,HAWY.NS,INE982F01036,Communication Services/Media & Entertainment/Media/Cable & Satellite,Cable Service Providers,India,HAWY.NS,Communication Services
Air Products and Chemicals Inc,APD.N,US0091581068,Materials/Materials/Chemicals/Industrial Gases,Industrial Gases,United States,APD.N,Materials
A O Smith Corp,AOS.N,US8318652091,Industrials/Capital Goods/Building Products/Building Products,"Heating, Ventilation & Air Conditioning Systems",United States,AOS.N,Industrials
Enovix Corp,ENVX.OQ,US2935941078,Industrials/Capital Goods/Electrical Equipment/Electrical Components & Equipment,Batteries & Uninterruptable Power Supplies,United States,ENVX.OQ,Industrials
Creative Realities Inc,CREX.OQ,US22530J3095,Communication Services/Media & Entertainment/Media/Advertising,IT Services & Consulting (NEC),United States,CREX.OQ,Communication Services
KCG Holdings Ord Shs Class A,KCG^G17,US48244B1008,Financials/Financial Services/Capital Markets/Investment Banking & Brokerage,Investment Banking & Brokerage Services (NEC),United States,KCG^G17,Financials
Pdg Environmental Ord Shs,PDGE.PK^L14,US6932831034,Industrials/Commercial & Professional Services/Commercial Services & Supplies/Environmental & Facilities Services,"Waste Management, Disposal & Recycling Services",United States,PDGE.PK^L14,Industrials
IFB Industries Ltd,IFBI.NS,INE559A01017,Consumer Discretionary/Consumer Durables & Apparel/Household Durables/Household Appliances,"Appliances, Tools & Housewares (NEC)",India,IFBI.NS,Consumer Discretionary
Schroder Japan Trust PLC,SJG.L,GB0008022849,Utilities/Utilities/Independent Power and Renewable Electricity Producers/Renewable Electricity,UK Investment Trusts,United Kingdom,SJG.L,Utilities
Dare Bioscience Inc,DARE.OQ,US23666P2002,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Pharmaceuticals/Pharmaceuticals",Pharmaceuticals (NEC),United States,DARE.OQ,Health Care
Class Ord Shs,CL1.AX^B22,AU000000CL11,Information Technology/Software & Services/Software/Application Software,Software (NEC),Australia,CL1.AX^B22,Information Technology
Chiasma Ord Shs,CHMA.OQ^H21,US16706W1027,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Biotechnology/Biotechnology",Biopharmaceuticals,United States,CHMA.OQ^H21,Health Care
PCTEL Ord Shs,PCTI.OQ^L23,US69325Q1058,Information Technology/Technology Hardware & Equipment/Communications Equipment/Communications Equipment,Communications & Networking (NEC),United States,PCTI.OQ^L23,Information Technology
ALLTEL Conv Pref Series D,ALTEO.PK^D08,US0200397075,Communication Services/Telecommunication Services/Wireless Telecommunication Services/Wireless Telecommunication Services,Wireless Telecommunications Services (NEC),United States,ALTEO.PK^D08,Communication Services
Associated Alcohols & Breweries Ltd,ASAL.NS,INE073G01016,"Consumer Staples/Food, Beverage & Tobacco/Beverages/Distillers & Vintners",Distillers & Wineries (NEC),India,ASAL.NS,Consumer Staples
Crown Capital Partners Inc,CRWN.TO,CA22821L1040,Financials/Financial Services/Capital Markets/Asset Management & Custody Banks,Freight Logistics,Canada,CRWN.TO,Financials
Mid-America Apartment Communities Inc,MAA.N,US59522J1034,Real Estate/Equity Real Estate Investment Trusts (REITs)/Residential REITs/Multi-Family Residential REITs,Residential REITs,United States,MAA.N,Real Estate
TXNM Energy Inc,TXNM.N,US69349H1077,Utilities/Utilities/Electric Utilities/Electric Utilities,Electric Utilities (NEC),United States,TXNM.N,Utilities
Milacron Holdings Ord Shs,MCRN.N^K19,US59870L1061,Industrials/Capital Goods/Machinery/Industrial Machinery & Supplies & Components,Industrial Machinery & Equipment (NEC),United States,MCRN.N^K19,Industrials
21st Century Ins Ord Shs,TW.N^I07,US90130N1037,Financials/Insurance/Insurance/Multi-line Insurance,Multiline Insurance & Brokers (NEC),United States,TW.N^I07,Financials
HighPoint Resources Ord Shs,HPR.N^D21,US43114K2078,"Energy/Energy/Oil, Gas & Consumable Fuels/Oil & Gas Exploration & Production",Oil & Gas Exploration and Production (NEC),United States,HPR.N^D21,Energy
Cost Plus Ord Shs,CPWM.OQ^G12,US2214851055,Consumer Discretionary/Consumer Discretionary Distribution & Retail/Specialty Retail/Homefurnishing Retail,Home Furnishings Retailers (NEC),United States,CPWM.OQ^G12,Consumer Discretionary
Magazine Luiza SA,MGLU3.SA,BRMGLUACNOR2,Consumer Discretionary/Consumer Discretionary Distribution & Retail/Broadline Retail/Broadline Retail,Internet & Mail Order Department Stores,Brazil,MGLU3.SA,Consumer Discretionary
Melco International Development Ltd,0200.HK,HK0200030994,"Consumer Discretionary/Consumer Services/Hotels, Restaurants & Leisure/Casinos & Gaming",Casinos & Gaming (NEC),Hong Kong,0200.HK,Consumer Discretionary
Elemental Altus Royalties Corp,ELE.V,CA28619K2083,Materials/Materials/Metals & Mining/Gold,Diversified Mining,Canada,ELE.V,Materials
Ework Group AB,EWRK.ST,SE0002402701,Industrials/Commercial & Professional Services/Professional Services/Human Resource & Employment Services,Technology Consulting & Outsourcing Services,Sweden,EWRK.ST,Industrials
Cosco Capital Inc,COSCO.PS,PHY1765W1054,Consumer Staples/Consumer Staples Distribution & Retail/Consumer Staples Distribution & Retail/Food Retail,Supermarkets & Convenience Stores,Philippines,COSCO.PS,Consumer Staples
Gogo Inc,GOGO.OQ,US38046C1099,Communication Services/Telecommunication Services/Wireless Telecommunication Services/Wireless Telecommunication Services,Wireless Telecommunications Services (NEC),United States,GOGO.OQ,Communication Services
Luminex Ord Shs,LMNX.OQ^G21,US55027E1029,Health Care/Health Care Equipment & Services/Health Care Equipment & Supplies/Health Care Equipment,Advanced Medical Equipment & Technology (NEC),United States,LMNX.OQ^G21,Health Care
Net2Phone Inc Common Stock,NTOP.OQ^C06,US64108N1063,Communication Services/Telecommunication Services/Diversified Telecommunication Services/Integrated Telecommunication Services,Integrated Telecommunications Services (NEC),United States,NTOP.OQ^C06,Communication Services
Abivax SA,ABVX.PA,FR0012333284,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Biotechnology/Biotechnology",Biotechnology & Medical Research (NEC),France,ABVX.PA,Health Care
SGC Energy Co Ltd,005090.KS,KR7005090006,Utilities/Utilities/Electric Utilities/Electric Utilities,Alternative Electric Utilities,South Korea,005090.KS,Utilities
Brainsway Ltd,BWAY.TA,IL0011007189,Health Care/Health Care Equipment & Services/Health Care Equipment & Supplies/Health Care Equipment,Advanced Medical Equipment & Technology (NEC),Israel,BWAY.TA,Health Care
Phillips Edison & Co Inc,PECO.OQ,US71844V2016,Real Estate/Equity Real Estate Investment Trusts (REITs)/Retail REITs/Retail REITs,Retail REITs,United States,PECO.OQ,Real Estate
G4S Ord Shs,GFS.L^E21,GB00B01FLG62,Industrials/Commercial & Professional Services/Professional Services/Research & Consulting Services,Business Support Services (NEC),United Kingdom,GFS.L^E21,Industrials
China Sunergy Sponsored ADR Representing 18 Ord Shs,CSUNY.PK^I19,US16942X3026,Information Technology/Semiconductors & Semiconductor Equipment/Semiconductors & Semiconductor Equipment/Semiconductors,Photovoltaic Solar Systems & Equipment,China (Mainland),CSUNY.PK^I19,Information Technology
BSD Med Del Ord Shs,PRSNQ.PK^A17,US0556651034,Health Care/Health Care Equipment & Services/Health Care Equipment & Supplies/Health Care Equipment,Advanced Medical Equipment & Technology (NEC),United States,PRSNQ.PK^A17,Health Care
Partners Group Private Equity Ltd,PEY.L,GG00B28C2R28,Financials/Financial Services/Capital Markets/Asset Management & Custody Banks,Investment Management & Fund Operators (NEC),Guernsey,PEY.L,Financials
Federal'naya Gidrogeneriruyushchaya Kompaniya Rusgidro PAO,HYDR.MM,RU000A0JPKH7,Utilities/Utilities/Electric Utilities/Electric Utilities,Hydroelectric & Tidal Utilities,Russia,HYDR.MM,Utilities
Diversified Royalty Corp,DIV.TO,CA2553311002,Consumer Discretionary/Consumer Discretionary Distribution & Retail/Specialty Retail/Automotive Retail,Copyright Management,Canada,DIV.TO,Consumer Discretionary
VIQ Solutions Inc,VQS.TO,CA91825V4001,Information Technology/Software & Services/Software/Application Software,Software (NEC),Canada,VQS.TO,Information Technology
Bank of NT Butterfield & Son Ltd,NTB.N,BMG0772R2087,Financials/Banks/Banks/Diversified Banks,Corporate Banks,Bermuda,NTB.N,Financials
Evogene Ltd,EVGN.OQ,IL0011050551,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Biotechnology/Biotechnology",Biotechnology & Medical Research (NEC),Israel,EVGN.OQ,Health Care
Adevinta Ord Shs,ADEA.OL^F24,NO0010844038,Communication Services/Media & Entertainment/Interactive Media & Services/Interactive Media & Services,Online Services (NEC),Norway,ADEA.OL^F24,Communication Services
Anora Group Oyj,ANORA.HE,FI4000292438,"Consumer Staples/Food, Beverage & Tobacco/Beverages/Distillers & Vintners",Distillers & Wineries (NEC),Finland,ANORA.HE,Consumer Staples
EMCOR Group Inc,EME.N,US29084Q1004,Industrials/Capital Goods/Construction & Engineering/Construction & Engineering,Construction & Engineering (NEC),United States,EME.N,Industrials
H & R Block Inc,HRB.N,US0936711052,Consumer Discretionary/Consumer Services/Diversified Consumer Services/Specialized Consumer Services,Accounting & Tax Preparation,United States,HRB.N,Consumer Discretionary
Polar Power Inc,POLA.OQ,US73102V2043,Industrials/Capital Goods/Electrical Equipment/Heavy Electrical Equipment,Electrical Components & Equipment (NEC),United States,POLA.OQ,Industrials
Atlantica Sustainable Infrastructure Ord Shs,AY.OQ^L24,GB00BLP5YB54,Utilities/Utilities/Independent Power and Renewable Electricity Producers/Renewable Electricity,Alternative Electric Utilities,United Kingdom,AY.OQ^L24,Utilities
Avantax Ord Shs,AVTA.OQ^K23,US0952291005,Financials/Financial Services/Capital Markets/Asset Management & Custody Banks,Wealth Management,United States,AVTA.OQ^K23,Financials
Fundtech Ord Shs,FNDT.OQ^L11,IL0010824949,Information Technology/Software & Services/Software/Application Software,Software (NEC),Israel,FNDT.OQ^L11,Information Technology
FIFTH STR ASSET MGMT Ord Shs,FSAM.PK^G21,US31679P1093,Financials/Financial Services/Capital Markets/Asset Management & Custody Banks,Investment Management,United States,FSAM.PK^G21,Financials
Spirent Communications plc,SPT.L,GB0004726096,Information Technology/Technology Hardware & Equipment/Communications Equipment/Communications Equipment,Communications & Networking (NEC),United Kingdom,SPT.L,Information Technology
Polarean Imaging PLC,POLX.L,GB00BF3DT583,Health Care/Health Care Equipment & Services/Health Care Equipment & Supplies/Health Care Equipment,Medical Diagnostic & Testing Equipment,United States,POLX.L,Health Care
Shine Justice Ltd,SHJ.AX,AU000000SHJ1,Consumer Discretionary/Consumer Services/Diversified Consumer Services/Specialized Consumer Services,Personal Legal Services,Australia,SHJ.AX,Consumer Discretionary
Sadot Group Inc,SDOT.OQ,US6273334044,"Consumer Staples/Food, Beverage & Tobacco/Food Products/Agricultural Products & Services",Fishing & Farming Wholesale,United States,SDOT.OQ,Consumer Staples
ArrowMark Financial Corp,BANX.OQ,US8617801043,Financials/Financial Services/Capital Markets/Asset Management & Custody Banks,Closed End Funds,United States,BANX.OQ,Financials
Shutterfly Ord Shs,SFLY.OQ^I19,US82568P3047,Consumer Discretionary/Consumer Discretionary Distribution & Retail/Specialty Retail/Other Specialty Retail,"Gift, Novelty & Souvenir Stores",United States,SFLY.OQ^I19,Consumer Discretionary
Duoyuan Printing Ord Shs,DYNP.PK^J14,US26605B1098,Industrials/Capital Goods/Machinery/Industrial Machinery & Supplies & Components,Industrial Machinery & Equipment (NEC),China (Mainland),DYNP.PK^J14,Industrials
Japan Real Estate Investment Corp,8952.T,JP3027680002,Real Estate/Equity Real Estate Investment Trusts (REITs)/Office REITs/Office REITs,Office REITs,Japan,8952.T,Real Estate
